Year,Month,Model_Name,Variant_Code,Description,Monthly_Sales
2021,5,Model 3,V308,"Luxury hybrid sedan equipped with adaptive cruise control, ventilated seats, premium sound system and intelligent safety features.",75
2021,5,Model 3,V309,"Electric luxury sedan delivering approximately 550 km range, fast charging capability, connected vehicle platform and premium comfort.",60
2021,5,Model 3,V310,"High-performance dual-motor electric sedan capable of rapid acceleration, all-wheel drive, advanced driver assistance and cutting-edge technology.",75
2021,5,Model 4,V401,"Luxury seven-seat SUV with 2.5L petrol engine, AWD, panoramic sunroof, leather seats, premium infotainment and exceptional comfort.",61
2021,5,Model 4,V402,"Luxury diesel SUV with terrain management system, electronic parking brake, connected technology and spacious premium cabin.",21
2021,5,Model 4,V403,"Performance SUV featuring a 3.0L turbo petrol engine, adaptive suspension, AWD system and 20-inch alloy wheels.",15
2021,5,Model 4,V404,"Flagship luxury SUV powered by a 3.0L V6 petrol engine, ventilated seats, 360-degree camera, ADAS Level 2 and premium craftsmanship.",44
2021,5,Model 4,V405,"Flagship diesel SUV with air suspension, intelligent AWD, premium leather interior, advanced infotainment and executive comfort.",52
2021,5,Model 4,V406,"Dual-motor electric luxury SUV producing 300 kW, approximately 600 km driving range, ultra-fast charging, autonomous driving features and premium technology.",18
2021,5,Model 4,V407,"Performance electric SUV with dual-motor AWD, sports interior, rapid acceleration, intelligent safety systems and dynamic driving experience.",45
2021,5,Model 4,V408,"Flagship hybrid SUV powered by a 3.5L V6 hybrid engine, captain seats, panoramic glass roof, premium surround audio and comprehensive driver assistance.",44
2021,6,Model 1,V101,"Premium hatchback with a 1.2L petrol engine, 5-speed manual transmission, seating for five, dual airbags, ABS with EBD, LED DRLs, touchscreen infotainment, Apple CarPlay & Android Auto, excellent fuel efficiency and smooth city driving.",11
2021,6,Model 1,V102,"Premium hatchback powered by a 1.2L petrol engine with automatic transmission, reverse camera, cruise control, alloy wheels, automatic climate control and advanced infotainment for comfortable urban travel.",15
2021,6,Model 1,V103,"Mid-size sedan featuring a 1.5L petrol engine, manual transmission, spacious cabin, LED headlamps, rear AC vents, smart key access and balanced performance for everyday driving.",15
2021,6,Model 1,V104,"Premium sedan equipped with a 1.5L petrol engine and CVT automatic transmission, sunroof, wireless charging, connected car technology, six airbags and refined ride comfort.",23
2021,6,Model 2,V201,"Compact SUV powered by a 1.5L turbo diesel engine with manual gearbox, hill hold assist, rear parking sensors, 17-inch alloy wheels and practical family-oriented features.",40
2021,6,Model 2,V202,"Compact diesel SUV with automatic transmission, premium interior, electronic stability control, rear camera, ABS, spacious cabin and comfortable long-distance performance.",49
2021,6,Model 2,V203,"Sporty compact SUV featuring a 1.5L turbo petrol engine, manual transmission, LED lighting, touchscreen navigation and dynamic styling for enthusiastic drivers.",35
2021,6,Model 2,V204,"Compact SUV with turbo petrol engine and automatic transmission, push-button start, automatic climate control, connected vehicle technology and premium comfort.",40
2021,6,Model 2,V205,"Hybrid compact SUV with 1.5L petrol hybrid engine, e-CVT transmission, regenerative braking, outstanding fuel economy, advanced safety systems and intelligent driving assistance.",51
2021,6,Model 2,V206,"All-electric compact SUV producing 150 kW, fast charging support, approximately 450 km driving range, regenerative braking and connected smart mobility features.",45
2021,6,Model 2,V207,"Premium AWD SUV with 2.0L turbo petrol engine, panoramic sunroof, leather upholstery, 360-degree camera, ADAS safety features and luxury interior.",43
2021,6,Model 2,V208,"Premium diesel SUV equipped with AWD, terrain response modes, seven-seat configuration, premium audio system and excellent highway capability.",88
2021,6,Model 2,V209,"Family SUV powered by a 2.0L turbo petrol engine, automatic transmission, digital instrument cluster, connected navigation and spacious seven-seat layout.",41
2021,6,Model 2,V210,"Hybrid family SUV offering advanced driver assistance, adaptive cruise control, premium comfort, efficient hybrid technology and smooth e-CVT transmission.",32
2021,6,Model 3,V301,"Executive sedan with 1.8L petrol engine, premium cabin, manual transmission, projector LED headlamps and elegant styling.",40
2021,6,Model 3,V302,"Executive automatic sedan with leather upholstery, dual-zone climate control, connected infotainment and refined ride quality.",49
2021,6,Model 3,V303,"Performance sedan featuring a 2.0L petrol engine, paddle shifters, sport suspension, 18-inch alloy wheels and responsive handling.",35
2021,6,Model 3,V304,"Luxury hybrid sedan with intelligent safety systems, premium interior, exceptional fuel efficiency and smooth e-CVT performance.",40
2021,6,Model 3,V305,"Performance edition sedan powered by a turbo petrol engine with premium infotainment, sport exhaust, wireless charging and athletic design.",51
2021,6,Model 3,V306,"Executive diesel sedan offering automatic transmission, spacious rear seating, superior ride comfort and long-distance efficiency.",45
2021,6,Model 3,V307,"Luxury petrol sedan with panoramic sunroof, premium leather interior, ten airbags, connected technology and refined driving dynamics.",43
2021,6,Model 3,V308,"Luxury hybrid sedan equipped with adaptive cruise control, ventilated seats, premium sound system and intelligent safety features.",88
2021,6,Model 3,V309,"Electric luxury sedan delivering approximately 550 km range, fast charging capability, connected vehicle platform and premium comfort.",41
2021,6,Model 3,V310,"High-performance dual-motor electric sedan capable of rapid acceleration, all-wheel drive, advanced driver assistance and cutting-edge technology.",32
2021,6,Model 4,V401,"Luxury seven-seat SUV with 2.5L petrol engine, AWD, panoramic sunroof, leather seats, premium infotainment and exceptional comfort.",17
2021,6,Model 4,V402,"Luxury diesel SUV with terrain management system, electronic parking brake, connected technology and spacious premium cabin.",49
2021,6,Model 4,V403,"Performance SUV featuring a 3.0L turbo petrol engine, adaptive suspension, AWD system and 20-inch alloy wheels.",41
2021,6,Model 4,V404,"Flagship luxury SUV powered by a 3.0L V6 petrol engine, ventilated seats, 360-degree camera, ADAS Level 2 and premium craftsmanship.",34
2021,6,Model 4,V405,"Flagship diesel SUV with air suspension, intelligent AWD, premium leather interior, advanced infotainment and executive comfort.",32
2021,6,Model 4,V406,"Dual-motor electric luxury SUV producing 300 kW, approximately 600 km driving range, ultra-fast charging, autonomous driving features and premium technology.",48
2021,6,Model 4,V407,"Performance electric SUV with dual-motor AWD, sports interior, rapid acceleration, intelligent safety systems and dynamic driving experience.",38
2021,6,Model 4,V408,"Flagship hybrid SUV powered by a 3.5L V6 hybrid engine, captain seats, panoramic glass roof, premium surround audio and comprehensive driver assistance.",48
2021,7,Model 1,V101,"Premium hatchback with a 1.2L petrol engine, 5-speed manual transmission, seating for five, dual airbags, ABS with EBD, LED DRLs, touchscreen infotainment, Apple CarPlay & Android Auto, excellent fuel efficiency and smooth city driving.",17
2021,7,Model 1,V102,"Premium hatchback powered by a 1.2L petrol engine with automatic transmission, reverse camera, cruise control, alloy wheels, automatic climate control and advanced infotainment for comfortable urban travel.",14
2021,7,Model 1,V103,"Mid-size sedan featuring a 1.5L petrol engine, manual transmission, spacious cabin, LED headlamps, rear AC vents, smart key access and balanced performance for everyday driving.",19
2021,7,Model 1,V104,"Premium sedan equipped with a 1.5L petrol engine and CVT automatic transmission, sunroof, wireless charging, connected car technology, six airbags and refined ride comfort.",17
2021,7,Model 2,V201,"Compact SUV powered by a 1.5L turbo diesel engine with manual gearbox, hill hold assist, rear parking sensors, 17-inch alloy wheels and practical family-oriented features.",72
2021,7,Model 2,V202,"Compact diesel SUV with automatic transmission, premium interior, electronic stability control, rear camera, ABS, spacious cabin and comfortable long-distance performance.",47
2021,7,Model 2,V203,"Sporty compact SUV featuring a 1.5L turbo petrol engine, manual transmission, LED lighting, touchscreen navigation and dynamic styling for enthusiastic drivers.",72
2021,7,Model 2,V204,"Compact SUV with turbo petrol engine and automatic transmission, push-button start, automatic climate control, connected vehicle technology and premium comfort.",46
2021,7,Model 2,V205,"Hybrid compact SUV with 1.5L petrol hybrid engine, e-CVT transmission, regenerative braking, outstanding fuel economy, advanced safety systems and intelligent driving assistance.",32
2021,7,Model 2,V206,"All-electric compact SUV producing 150 kW, fast charging support, approximately 450 km driving range, regenerative braking and connected smart mobility features.",57
2021,7,Model 2,V207,"Premium AWD SUV with 2.0L turbo petrol engine, panoramic sunroof, leather upholstery, 360-degree camera, ADAS safety features and luxury interior.",25
2021,7,Model 2,V208,"Premium diesel SUV equipped with AWD, terrain response modes, seven-seat configuration, premium audio system and excellent highway capability.",59
2021,7,Model 2,V209,"Family SUV powered by a 2.0L turbo petrol engine, automatic transmission, digital instrument cluster, connected navigation and spacious seven-seat layout.",57
2021,7,Model 2,V210,"Hybrid family SUV offering advanced driver assistance, adaptive cruise control, premium comfort, efficient hybrid technology and smooth e-CVT transmission.",45
2021,7,Model 3,V301,"Executive sedan with 1.8L petrol engine, premium cabin, manual transmission, projector LED headlamps and elegant styling.",72
2021,7,Model 3,V302,"Executive automatic sedan with leather upholstery, dual-zone climate control, connected infotainment and refined ride quality.",47
2021,7,Model 3,V303,"Performance sedan featuring a 2.0L petrol engine, paddle shifters, sport suspension, 18-inch alloy wheels and responsive handling.",72
2021,7,Model 3,V304,"Luxury hybrid sedan with intelligent safety systems, premium interior, exceptional fuel efficiency and smooth e-CVT performance.",46
